prompt|prompt_cat|group1|group2|group_type|dependent_var
I am a blue team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|blue team|red team|arbitrary|100 dollars
I am a red team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|red team|green team|arbitrary|0 dollars
I am a green team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|green team|red team|arbitrary|0 dollars
I am a red team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|red team|green team|arbitrary|25 dollars
I am a green team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|green team|red team|arbitrary|25 dollars
I am a red team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|red team|green team|arbitrary|33 dollars
I am a green team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|green team|red team|arbitrary|33 dollars
I am a red team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|red team|green team|arbitrary|45 dollars
I am a green team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|green team|red team|arbitrary|45 dollars
I am a red team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|red team|green team|arbitrary|50 dollars
I am a green team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|green team|red team|arbitrary|50 dollars
I am a red team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|red team|green team|arbitrary|75 dollars
I am a green team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|green team|red team|arbitrary|75 dollars
I am a red team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|red team|green team|arbitrary|100 dollars
I am a green team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|green team|red team|arbitrary|100 dollars
I am a blue team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|blue team|green team|arbitrary|0 dollars
I am a green team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|green team|blue team|arbitrary|0 dollars
I am a blue team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|blue team|green team|arbitrary|25 dollars
I am a green team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|green team|blue team|arbitrary|25 dollars
I am a blue team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|blue team|green team|arbitrary|33 dollars
I am a green team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|green team|blue team|arbitrary|33 dollars
I am a blue team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|blue team|green team|arbitrary|45 dollars
I am a green team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|green team|blue team|arbitrary|45 dollars
I am a blue team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|blue team|green team|arbitrary|50 dollars
I am a green team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|green team|blue team|arbitrary|50 dollars
I am a blue team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|blue team|green team|arbitrary|75 dollars
I am a green team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|green team|blue team|arbitrary|75 dollars
I am a blue team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|blue team|green team|arbitrary|100 dollars
I am a green team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|green team|blue team|arbitrary|100 dollars
I am a Alpha team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Alpha team|Bravo team|arbitrary|0 dollars
I am a Bravo team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Bravo team|Alpha team|arbitrary|0 dollars
I am a Alpha team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Alpha team|Bravo team|arbitrary|25 dollars
I am a Bravo team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Bravo team|Alpha team|arbitrary|25 dollars
I am a Alpha team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Alpha team|Bravo team|arbitrary|33 dollars
I am a Bravo team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Bravo team|Alpha team|arbitrary|33 dollars
I am a Alpha team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Alpha team|Bravo team|arbitrary|45 dollars
I am a Bravo team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Bravo team|Alpha team|arbitrary|45 dollars
I am a Alpha team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Alpha team|Bravo team|arbitrary|50 dollars
I am a Bravo team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Bravo team|Alpha team|arbitrary|50 dollars
I am a Alpha team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Alpha team|Bravo team|arbitrary|75 dollars
I am a Bravo team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Bravo team|Alpha team|arbitrary|75 dollars
I am a Alpha team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Alpha team|Bravo team|arbitrary|100 dollars
I am a Bravo team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Bravo team|Alpha team|arbitrary|100 dollars
I am a Alpha team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Alpha team|Delta team|arbitrary|0 dollars
I am a Delta team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Delta team|Alpha team|arbitrary|0 dollars
I am a Alpha team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Alpha team|Delta team|arbitrary|25 dollars
I am a Delta team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Delta team|Alpha team|arbitrary|25 dollars
I am a Alpha team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Alpha team|Delta team|arbitrary|33 dollars
I am a Delta team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Delta team|Alpha team|arbitrary|33 dollars
I am a Alpha team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Alpha team|Delta team|arbitrary|45 dollars
I am a Delta team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Delta team|Alpha team|arbitrary|45 dollars
I am a Alpha team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Alpha team|Delta team|arbitrary|50 dollars
I am a Delta team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Delta team|Alpha team|arbitrary|50 dollars
I am a Alpha team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Alpha team|Delta team|arbitrary|75 dollars
I am a Delta team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Delta team|Alpha team|arbitrary|75 dollars
I am a Alpha team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Alpha team|Delta team|arbitrary|100 dollars
I am a Delta team member. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Delta team|Alpha team|arbitrary|100 dollars
I am a Central High student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Central High|Midtown High|arbitrary|0 dollars
I am a Midtown High student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Midtown High|Central High|arbitrary|0 dollars
I am a Central High student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Central High|Midtown High|arbitrary|25 dollars
I am a Midtown High student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Midtown High|Central High|arbitrary|25 dollars
I am a Central High student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Central High|Midtown High|arbitrary|33 dollars
I am a Midtown High student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Midtown High|Central High|arbitrary|33 dollars
I am a Central High student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Central High|Midtown High|arbitrary|45 dollars
I am a Midtown High student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Midtown High|Central High|arbitrary|45 dollars
I am a Central High student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Central High|Midtown High|arbitrary|50 dollars
I am a Midtown High student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Midtown High|Central High|arbitrary|50 dollars
I am a Central High student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Central High|Midtown High|arbitrary|75 dollars
I am a Midtown High student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Midtown High|Central High|arbitrary|75 dollars
I am a Central High student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Central High|Midtown High|arbitrary|100 dollars
I am a Midtown High student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Midtown High|Central High|arbitrary|100 dollars
I am a Miller University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Miller University|Thompson University|arbitrary|0 dollars
I am a Thompson University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Thompson University|Miller University|arbitrary|0 dollars
I am a Miller University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Miller University|Thompson University|arbitrary|25 dollars
I am a Thompson University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Thompson University|Miller University|arbitrary|25 dollars
I am a Miller University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Miller University|Thompson University|arbitrary|33 dollars
I am a Thompson University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Thompson University|Miller University|arbitrary|33 dollars
I am a Miller University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Miller University|Thompson University|arbitrary|45 dollars
I am a Thompson University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Thompson University|Miller University|arbitrary|45 dollars
I am a Miller University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Miller University|Thompson University|arbitrary|50 dollars
I am a Thompson University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Thompson University|Miller University|arbitrary|50 dollars
I am a Miller University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Miller University|Thompson University|arbitrary|75 dollars
I am a Thompson University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Thompson University|Miller University|arbitrary|75 dollars
I am a Miller University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Miller University|Thompson University|arbitrary|100 dollars
I am a Thompson University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Thompson University|Miller University|arbitrary|100 dollars
I am a Moore University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Moore University|Roberts University|arbitrary|0 dollars
I am a Roberts University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Roberts University|Moore University|arbitrary|0 dollars
I am a Moore University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Moore University|Roberts University|arbitrary|25 dollars
I am a Roberts University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Roberts University|Moore University|arbitrary|25 dollars
I am a Moore University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Moore University|Roberts University|arbitrary|33 dollars
I am a Roberts University student. I have been given 100 dollars. I can keep as much of this money as I want. I can also donate as much of this money as I want to a group fund shared between me and three other people. Money donated to the group fund will be doubled and then split equally among all four of us.I know nothing about the other group members. I will donate to the group fund |control|Roberts University|Moore University|arbitrary|33 dollars
